schoolname,averageclasssize,year,grade,enroll,schoolid,mathscore,x,pctdisability,pctEL,pctblack,pcthisp,pctwhite
WASHINGTON HEIGHTS ACADEMY,21,2012,5,42,366,.8131895431505032,9.5,.14634146,.34146342,0,95.121948,2.4390242
WASHINGTON HEIGHTS ACADEMY,25.5,2013,5,51,366,1.051422148014756,-13.5,.16,.2,0,91.836731,6.1224489
HAMILTON HEIGHTS SCHOOL,21,2009,3,42,368,-1.173016997428982,9.5,.071428575,.33333334,26.190477,64.285713,9.5238094
Hamilton Heights School,18,2010,3,36,368,-.321514942518507,3.5,.088235296,.20588236,38.235294,50,11.764706
HAMILTON HEIGHTS SCHOOL,23,2011,3,46,368,.4938654301164357,13.5,.086956523,.26086956,22.222223,66.666672,6.666667
HAMILTON HEIGHTS SCHOOL,22.5,2012,3,45,368,-.0542760936399082,12.5,.1627907,.37209302,28.57143,52.380955,9.5238094
HAMILTON HEIGHTS SCHOOL,21,2013,3,42,368,.4323412012334043,9.5,.083333336,.083333336,45.454548,45.454548,0
HAMILTON HEIGHTS SCHOOL,23,2009,4,46,368,-.638682360965937,13.5,.06666667,.13333334,46.511631,39.534885,11.627908
Hamilton Heights School,23.5,2010,4,47,368,-.5970879928310026,14.5,.08510638,.27659574,27.659575,59.574467,12.765958
HAMILTON HEIGHTS SCHOOL,16,2011,4,32,368,-.1575414964948575,-.5,.096774191,.25806451,32.258064,54.838711,12.903225
HAMILTON HEIGHTS SCHOOL,24,2012,4,48,368,-.5025301937921802,15.5,.13043478,.23913044,26.666668,60.000004,8.8888893
HAMILTON HEIGHTS SCHOOL,19,2013,4,38,368,-.3640529755206318,5.5,.13043478,.34782609,26.086956,47.826088,13.043478
HAMILTON HEIGHTS SCHOOL,23,2009,5,23,368,.2301486220711546,-9.5,.043478262,.13043478,23.809525,57.14286,19.047619
Hamilton Heights School,17.5,2010,5,35,368,.8532651524446399,2.5,.028571429,.11428571,32.352943,44.117649,17.647058
HAMILTON HEIGHTS SCHOOL,19,2011,5,38,368,-.3852298066810619,5.5,.078947365,.31578946,15.789473,68.421051,15.789473
HAMILTON HEIGHTS SCHOOL,23,2012,5,23,368,.0122924809983122,-9.5,.1,.25,25,55,20
HAMILTON HEIGHTS SCHOOL,20.5,2013,5,41,368,-.7993102263384145,8.5,.15789473,.10526316,31.578945,52.63158,10.526316
MOSAIC PREPARATORY ACADEMY,20,2009,3,40,375,-1.941978504871559,7.5,.23404256,.10638298,44.680851,51.063831,0
Mosaic Preparatory Academy,18,2010,3,36,375,-1.211273746066063,3.5,.21428572,.071428575,38.095238,61.904762,0
MOSAIC PREPARATORY ACADEMY,18.5,2009,4,37,375,-1.053125696832065,4.5,.27272728,.22727273,31.818182,63.636364,2.2727273
SPRUCE STREET SCHOOL,24,2012,3,48,397,1.717421781998734,15.5,.13043478,.065217391,2.3809524,19.047619,52.380955
SPRUCE STREET SCHOOL,23,2013,4,46,397,2.286037483581171,13.5,.13043478,.065217391,2.3809524,21.428572,52.380955
BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D,20.5,2009,4,41,442,1.019090982498573,8.5,0,.048780486,38.46154,17.948719,15.384616
"Ballet Tech, NYC Public School for Dance",17.5,2010,4,35,442,.879185096539614,2.5,0,0,35.294117,26.470589,8.8235292
" BALLET TECH, NYC PUBLIC SCHOOL ",22,2011,4,44,442,.988819170642371,11.5,0,.069767445,33.333336,16.666668,11.904762
"BALLET TECH, NYC PUBLIC SCHOOL",19.5,2012,4,39,442,1.55932790255107,6.5,0,.081081077,43.243244,16.216215,8.1081076
"Ballet Tech, NYC Public School for Dance",22,2013,4,44,442,1.131406624805069,11.5,0,.023255814,17.5,20,20
BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D,19.5,2009,5,39,442,.7760100559369435,6.5,0,.081081077,35.135136,18.918919,18.918919
"Ballet Tech, NYC Public School for Dance",21.5,2010,5,43,442,.7887661114936566,10.5,0,0,31.707317,21.95122,17.073172
" BALLET TECH, NYC PUBLIC SCHOOL ",18,2011,5,36,442,1.137477381076676,3.5,0,0,32.352943,20.588236,17.647058
"BALLET TECH, NYC PUBLIC SCHOOL",23.5,2012,5,47,442,1.553102544117921,14.5,0,.086956523,31.111113,13.333334,15.555556
"Ballet Tech, NYC Public School for Dance",18,2013,5,36,442,1.822176934124121,3.5,0,.028571429,45.714287,14.285715,8.5714293
BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D,23,2009,6,23,442,1.351370783753724,-9.5,0,.090909094,38.095238,23.809525,14.285715
"Ballet Tech, NYC Public School for Dance",23,2010,6,23,442,1.284671866221719,-9.5,0,0,39.130436,30.434782,13.043478
" BALLET TECH, NYC PUBLIC SCHOOL ",31,2011,6,31,442,1.97438890968549,-1.5,0,0,25.80645,29.032257,16.129032
"BALLET TECH, NYC PUBLIC SCHOOL",24,2012,6,24,442,2.007006593391709,-8.5,0,0,45.833336,8.333334,12.5
"Ballet Tech, NYC Public School for Dance",23,2013,6,23,442,2.278470532141227,-9.5,0,.086956523,13.636364,13.636364,9.090909
Special Music School,16,2010,3,16,859,2.545485646690286,-16.5,0,0,0,21.428572,50
The Special Music School,14,2011,3,14,859,1.471352424124231,-18.5,.071428575,0,8.333334,8.333334,66.666672
The Special Music School,16,2012,3,16,859,2.908193639771925,-16.5,0,0,13.333334,0,80
Special Music School,15,2013,3,15,859,2.922477569327489,-17.5,0,.071428575,0,0,92.85714
Special Music School,15,2010,4,15,859,2.525797388529917,-17.5,.071428575,0,0,21.428572,35.714287
The Special Music School,16,2011,4,16,859,2.077861804422738,-16.5,0,0,0,20,46.666668
The Special Music School,15,2012,4,15,859,2.501103196158594,-17.5,.06666667,0,7.6923079,7.6923079,61.538464
Special Music School,16,2013,4,16,859,2.295385245341673,-16.5,.06666667,0,14.285715,0,71.428574
Special Music School,16,2010,5,16,859,4.078217199993804,-16.5,0,0,12.5,0,62.5
The Special Music School,15,2011,5,15,859,3.204008564462178,-17.5,.071428575,0,0,21.428572,35.714287
The Special Music School,16,2012,5,16,859,2.654425430027343,-16.5,.06666667,0,7.1428576,21.428572,50
Special Music School,15,2013,5,15,859,2.325461200267928,-17.5,.06666667,0,7.6923079,7.6923079,61.538464
Special Music School,14,2010,6,14,859,3.847250294763144,-18.5,.07692308,0,0,0,66.666672
The Special Music School,17,2011,6,17,859,2.60870424584712,-15.5,0,0,17.647058,0,47.058823
The Special Music School,15,2012,6,15,859,3.340972241759398,-17.5,0,.083333336,0,16.666668,33.333336
Special Music School,17,2013,6,17,859,2.039657905841506,-15.5,.05882353,0,6.25,18.75,43.75
CENTRAL PARK EAST II,24,2011,3,24,964,.9826089271203334,-8.5,0,0,61.538464,26.923079,11.538462
P.S. 002 Alfred Zimberg,26.5,2010,3,106,2,-.0249286746693215,9.5,.1238938,.17699115,.88495576,36.283188,38.938053
P.S. 002 ALFRED ZIMBERG,26.25,2013,3,105,2,.5144126321812419,8.5,.20183486,.23853211,.94339621,32.07547,39.622643
P.S. 002 ALFRED ZIMBERG,28,2009,4,112,2,.9598847916605551,15.5,.12280702,.16666667,3.5398231,38.053097,36.283188
P.S. 002 ALFRED ZIMBERG,24.79999923706055,2011,4,99,2,1.160773270712955,2.5,.16037735,.12264151,.95238101,33.333336,40
P.S. 002 ALFRED ZIMBERG,24.5,2013,4,98,2,1.110126445157289,1.5,.19417475,.15533981,1.980198,33.663364,41.58416
P.S. 002 ALFRED ZIMBERG,23.29999923706055,2009,5,93,2,.1694973516416224,-3.5,.17171717,.17171717,6.060606,37.373737,27.272728
P.S. 002 Alfred Zimberg,21.79999923706055,2010,5,109,2,1.304758439101523,12.5,.084112152,.074766353,2.8037381,41.121494,32.710281
P.S. 002 ALFRED ZIMBERG,23,2012,5,92,2,.3511152720869792,-4.5,.21212122,.19191919,1.010101,38.383839,33.333336
P.S. 015 JACKIE ROBINSON,21.70000076293945,2009,3,65,15,-.334149898400716,.5,.078125,.015625,93.650795,3.1746035,1.5873017
P.S. 015 Jackie Robinson,26.5,2010,3,53,15,.1727955038968021,-11.5,.01754386,.01754386,94.545456,3.6363635,1.8181818
P.S. 015 JACKIE ROBINSON,22.33333333333333,2013,3,67,15,.2992513769924334,2.5,.088235296,.014705882,94.117645,5.8823528,0
P.S. 015 JACKIE ROBINSON,24.29999923706055,2009,4,73,15,-.4018575976138641,8.5,.065789476,.013157895,93.421051,5.2631578,0
P.S. 015 Jackie Robinson,23,2010,4,69,15,-.1996298533850673,4.5,.08219178,0,92.957748,4.2253518,2.8169014
P.S. 015 JACKIE ROBINSON,31,2011,4,62,15,.3010027703600339,-2.5,.016393442,.016393442,91.525421,6.7796612,1.6949153
P.S. 015 Jackie Robinson,23.70000076293945,2010,5,71,15,-.5657137484769926,6.5,.093333334,0,93.24324,4.0540538,1.3513514
P.S. 015 JACKIE ROBINSON,21.70000076293945,2011,5,65,15,-.6027594049321673,.5,.15492958,0,91.304352,5.7971015,2.8985507
P.S. 015 JACKIE ROBINSON,30.5,2012,5,61,15,.4103026326243318,-3.5,.032786883,0,93.220345,6.7796612,0
P.S. 017 HENRY DAVID THOREAU,30.29999923706055,2009,4,91,17,-1.467569032698192,-5.5,.086956523,.34782609,11.956522,60.869564,14.130434
P.S. 017 Henry David Thoreau,20.79999923706055,2010,5,83,17,-.6302127894279759,-13.5,.10465116,.3488372,10.588236,64.705887,9.4117651
P.S. 018 Winchester,25.29999923706055,2010,3,76,18,2.150037289558039,11.5,.053333335,.039999999,5.3333335,10.666667,4
P.S. 018 WINCHESTER,28.5,2011,3,57,18,.4938654301164357,-7.5,.075471699,.056603774,11.320755,13.207547,9.4339628
P.S. 018 WINCHESTER,25.70000076293945,2012,3,77,18,1.065935642232079,12.5,.13953489,.1627907,8.139535,13.953489,3.4883723
P.S. 018 Winchester,26.70000076293945,2010,4,80,18,2.014779780670857,15.5,.064102568,.025641026,7.6923079,10.256411,8.9743595
P.S. 018 WINCHESTER,26.29999923706055,2011,4,79,18,2.020543771065877,14.5,.065789476,.039473683,5.2631578,10.526316,3.9473681
P.S. 018 WINCHESTER,26,2012,4,52,18,.7043711386469123,-12.5,.096153848,.11538462,13.461539,13.461539,5.7692308
P.S. 018 WINCHESTER,26.66666666666667,2013,4,80,18,1.222771648252197,15.5,.12643678,.080459774,9.1954021,11.494253,4.5977011
P.S. 018 WINCHESTER,23.70000076293945,2009,5,71,18,1.989035464527586,6.5,.05882353,.029411765,11.764706,13.235294,11.764706
P.S. 018 Winchester,28,2010,5,84,18,2.078746930513323,-12.5,.084337346,0,14.45783,13.253013,4.8192768
P.S. 018 WINCHESTER,26.29999923706055,2011,5,79,18,1.735683776267216,14.5,.07692308,.012820513,7.6923079,10.256411,8.9743595
P.S. 018 WINCHESTER,26,2013,5,52,18,.6211439235204934,-12.5,.11320755,.11320755,13.207547,16.981133,5.6603775
P.S. 022 THOMAS JEFFERSON,27.29999923706055,2009,3,109,22,.9241507501416827,12.5,.04040404,.26262626,4.0404038,23.232323,3.030303
P.S. 022 THOMAS JEFFERSON,24.79999923706055,2012,3,99,22,1.747810210566821,2.5,.072916664,.61458331,3.1578946,28.421053,4.2105265
P.S. 022 THOMAS JEFFERSON,27,2013,3,108,22,1.43210383068172,11.5,.1,.48181817,0,29.090908,5.4545455
P.S. 022 THOMAS JEFFERSON,20.2,2013,4,101,22,1.55956683060214,4.5,.091836736,.44897959,3.0927835,28.865978,3.0927835
P.S. 029 QUEENS,29.29999923706055,2009,3,88,29,.2250948342847945,-8.5,.1875,.34375,1.0416667,45.833336,17.708332
P.S. 029 Queens,29.29999923706055,2010,3,88,29,.765968039595173,-8.5,.17582418,.2857143,3.2967036,43.956043,26.373629
P.S. 029 QUEENS,28.29999923706055,2011,3,85,29,1.080357626521113,-11.5,.048780486,.2682927,6.0975609,48.780487,8.5365858
P.S. 029 QUEENS,24,2009,4,96,29,1.13750336417461,-.5,.12222222,.22222222,4.4943819,38.202248,13.483146
P.S. 029 Queens,29.29999923706055,2010,4,88,29,1.219863501778987,-8.5,.15217391,.23913044,3.2608695,40.217392,17.391304
P.S. 029 QUEENS,27.29999923706055,2011,4,82,29,.7595470372149253,-14.5,.15555556,.21111111,4.4444447,43.333332,25.555557
P.S. 029 QUEENS,29,2012,4,87,29,1.500838850433375,-9.5,.06818182,.32954547,5.6818185,52.272724,4.5454545
P.S. 029 QUEENS,31.29999923706055,2009,5,94,29,.2907998925006867,-2.5,.14444445,.088888891,2.2222223,45.555557,11.111112
P.S. 029 Queens,34.29999923706055,2010,5,103,29,1.24025939815054,6.5,.14130434,.16304348,5.4347825,34.782608,14.130434
P.S. 029 QUEENS,26.70000076293945,2011,5,80,29,1.028712581951123,15.5,.14457831,.14457831,2.4096384,45.783131,12.048193
P.S. 029 QUEENS,29.29999923706055,2012,5,88,29,.3841931317266501,-8.5,.14444445,.31111112,3.3333335,47.777779,22.222223
P.S. 029 QUEENS,28.66666666666667,2013,5,86,29,.3337896852006189,-10.5,.0989011,.31868133,2.1978023,50.549454,4.3956046
P.S. 030 QUEENS,32,2009,5,64,30,-1.468086949955745,-.5,.24050634,0,82.051285,8.9743595,5.1282053
P.S. 031 BAYSIDE,27.29999923706055,2009,3,82,31,.9940563417273715,-14.5,.050632913,.20253165,6.329114,16.455696,13.92405
P.S. 031 Bayside,23,2010,3,69,31,2.150037289558039,4.5,.060606062,.090909094,3.030303,12.121212,22.727274
P.S. 031 BAYSIDE,25,2012,3,75,31,1.856593190525458,10.5,.055555556,.3888889,15.277778,25,13.888889
P.S. 031 BAYSIDE,27,2013,3,81,31,2.005990852287557,-15.5,.078947365,.27631578,9.2105265,19.736843,11.842106
P.S. 031 Bayside,29.29999923706055,2010,4,88,31,.8224053623330517,-8.5,.058139537,.11627907,5.8823528,17.647058,12.941177
P.S. 031 BAYSIDE,25,2011,4,75,31,1.619317537567847,10.5,.097222224,.055555556,6.9444447,12.5,22.222223
P.S. 031 BAYSIDE,26,2013,4,78,31,1.641126051962502,13.5,.041666668,.25,11.111112,23.611111,12.5
P.S. 031 BAYSIDE,34,2009,5,102,31,1.321871489802733,5.5,.14,.18000001,12,26,18
P.S. 031 BAYSIDE,30.29999923706055,2011,5,91,31,1.246242180202229,-5.5,.054945055,.065934069,4.4444447,18.888889,12.222222
P.S. 031 BAYSIDE,25.70000076293945,2012,5,77,31,2.039140105275366,12.5,.097222224,.11111111,8.333334,15.277778,20.833332
P.S. 032 STATE STREET,23.29999923706055,2009,3,93,32,1.483395482827193,-3.5,.16494845,.19587629,0,21.875,9.375
P.S. 032 STATE STREET,28.29999923706055,2009,4,85,32,1.255915745850646,-11.5,.18478261,.11956522,3.2967036,25.274727,17.582418
P.S. 032 STATE STREET,34,2009,5,102,32,1.746430382809457,5.5,.14705883,.078431375,3.9215689,15.686275,21.568628
P.S. 032 State Street,30,2010,5,90,32,1.24025939815054,-6.5,.15957446,.10638298,2.1505377,25.80645,16.129032
P.S. 034 JOHN HARVARD,16.29999923706055,2009,3,65,34,.5047172006275498,.5,.15714286,.071428575,81.159416,11.594203,2.8985507
P.S. 034 John Harvard,20.29999923706055,2010,3,81,34,.4693817717459876,-15.5,.19540229,.13793103,79.310349,14.942529,2.2988505
P.S. 034 JOHN HARVARD,21,2011,3,63,34,.2983680313148767,-1.5,.13846155,.10769231,69.230774,12.307693,4.6153846
P.S. 034 JOHN HARVARD,26.70000076293945,2012,3,80,34,.3706202529558852,15.5,.1627907,.13953489,84.337349,9.6385536,3.6144576
P.S. 034 JOHN HARVARD,26.33333333333333,2013,3,79,34,.5228870196000844,14.5,.17073171,.085365854,79.268295,10.97561,1.2195121
P.S. 034 JOHN HARVARD,27.70000076293945,2009,4,83,34,.9006786008225369,-13.5,.12820514,.089743592,83.116882,11.688312,0
P.S. 034 John Harvard,24.29999923706055,2010,4,73,34,.5385066913002409,8.5,.14864865,.081081077,76.712326,16.438356,2.7397261
P.S. 034 JOHN HARVARD,23.29999923706055,2011,4,70,34,.7022290038580639,5.5,.24691358,.11111111,80.24691,12.345679,1.2345679
P.S. 034 JOHN HARVARD,34,2012,4,68,34,.3138305660151382,3.5,.15492958,.14084508,80.303032,9.090909,3.030303
P.S. 034 JOHN HARVARD,26.66666666666667,2013,4,80,34,.2347225779290885,15.5,.20689656,.16091955,87.356323,11.494253,0
P.S. 034 JOHN HARVARD,28.70000076293945,2009,5,86,34,-.4976666230832308,-10.5,.23,.07,79,16,0
P.S. 034 John Harvard,18.79999923706055,2010,5,75,34,1.24025939815054,10.5,.11688311,.064935066,85.714287,9.090909,0
P.S. 034 JOHN HARVARD,24.70000076293945,2011,5,74,34,.4305061867605835,9.5,.14864865,.040540539,82.19178,12.328767,1.369863
P.S. 034 JOHN HARVARD,23.29999923706055,2012,5,70,34,-.0598049109387732,5.5,.2682927,.15853658,81.707314,9.7560968,3.6585364
P.S. 034 JOHN HARVARD,23.33333333333333,2013,5,70,34,-.2596841450924972,5.5,.1923077,.1025641,79.487183,8.9743595,1.2820513
P.S. 035 NATHANIEL WOODHULL,21,2009,3,84,35,.1551892426991057,-12.5,.045977011,.12643678,47.619049,23.809525,4.7619047
P.S. 035 Nathaniel Woodhull,22.29999923706055,2010,3,89,35,-.321514942518507,-7.5,.065934069,.20879121,35.555557,37.777779,2.2222223
P.S. 035 NATHANIEL WOODHULL,24.29999923706055,2011,3,97,35,-.4836215638913596,.5,.092783503,.10309278,37.634407,22.580645,5.3763442
P.S. 035 Nathaniel Woodhull,22.29999923706055,2010,4,89,35,.4249472228871166,-7.5,.043956045,.12087912,48.27586,25.287357,4.5977011
P.S. 035 NATHANIEL WOODHULL,23.29999923706055,2011,4,93,35,.3010027703600339,-3.5,.15000001,.19,37.7551,32.653061,3.0612245
P.S. 035 NATHANIEL WOODHULL,22,2012,4,88,35,.5540545920622866,-8.5,.077777781,.1,33.720932,18.60465,6.9767447
P.S. 035 NATHANIEL WOODHULL,24.75,2013,4,99,35,.7987898919620697,2.5,.13084112,.17757009,40.196079,28.431374,.98039222
P.S. 035 NATHANIEL WOODHULL,23,2009,5,92,35,-.6189691639422951,-4.5,.18181819,.13131313,47.474747,26.262627,1.010101
P.S. 035 NATHANIEL WOODHULL,32,2011,5,96,35,-.6027594049321673,-.5,.060606062,.13131313,47.368423,27.36842,4.2105265
P.S. 035 NATHANIEL WOODHULL,21.79999923706055,2012,5,87,35,.0811405207006925,-9.5,.16842106,.21052632,40.425533,30.851063,3.1914895
P.S. 035 NATHANIEL WOODHULL,22.5,2013,5,90,35,.1514508998359174,-6.5,.08791209,.0989011,36.363636,17.045454,5.6818185
P.S. 036 Saint Albans School,21,2010,3,63,36,-.0249286746693215,-1.5,.14492753,.014492754,97.101448,2.8985507,0
P.S. 036 SAINT ALBANS SCHOOL,22.29999923706055,2011,3,67,36,-.190375465689021,2.5,.18421052,.013157895,96,4,0
P.S. 036 SAINT ALBANS SCHOOL,25.5,2012,3,51,36,-.477139844131551,-13.5,.16071428,.035714287,94.64286,3.5714288,1.7857144
P.S. 036 SAINT ALBANS SCHOOL,26,2013,3,78,36,-.4146619915512734,13.5,.21176471,.023529412,94.047615,5.9523811,0
P.S. 036 SAINT ALBANS SCHOOL,27,2009,4,81,36,-.7570947426419734,-15.5,.06329114,.025316456,93.670883,3.7974682,1.2658228
P.S. 036 SAINT ALBANS SCHOOL,20.29999923706055,2011,4,61,36,-.2721775632085804,-3.5,.14705883,.014705882,95.588234,4.4117646,0
P.S. 036 SAINT ALBANS SCHOOL,25.29999923706055,2012,4,76,36,-.1064570159410978,11.5,.16049382,.049382716,97.5,2.5,0
P.S. 036 SAINT ALBANS SCHOOL,26,2013,4,52,36,-.2098149064723782,-12.5,.26666668,.033333335,93.333336,5,1.6666667
P.S. 036 SAINT ALBANS SCHOOL,27.70000076293945,2009,5,83,36,-.7402717048013593,-13.5,.23404256,.010638298,90.425529,8.5106382,0
P.S. 036 Saint Albans School,24,2010,5,72,36,-.3722166256240427,7.5,.042857144,.028571429,94.285713,5.7142859,0
P.S. 036 SAINT ALBANS SCHOOL,30,2012,5,60,36,-.2953256064448092,-4.5,.19444445,.013888889,95.833328,4.166667,0
P.S. 036 SAINT ALBANS SCHOOL,26.33333333333333,2013,5,79,36,-.7908217375046112,14.5,.14285715,.047619049,96.385544,3.6144576,0
CYNTHIA JENKINS SCHOOL,24.70000076293945,2009,3,74,37,-.7535834479148489,9.5,.2,.0125,92.5,7.5000005,0
Cynthia Jenkins School,29.70000076293945,2010,3,89,37,-.5192391210846307,-7.5,.19387755,.040816326,85.714287,12.244898,2.0408163
CYNTHIA JENKINS SCHOOL,21.70000076293945,2011,3,65,37,-1.070113760296037,.5,.2361111,.027777778,91.549294,5.6338029,2.8169014
CYNTHIA JENKINS SCHOOL,23.70000076293945,2012,3,71,37,.0240291128669442,6.5,.057971016,.043478262,92.753624,7.2463765,0
CYNTHIA JENKINS SCHOOL,23.29999923706055,2009,4,70,37,-1.053125696832065,5.5,.1923077,.051282052,90.909096,7.7922077,1.2987013
Cynthia Jenkins School,24.29999923706055,2010,4,73,37,-.8242069296572512,8.5,.15294118,0,94.047615,5.9523811,0
CYNTHIA JENKINS SCHOOL,29.29999923706055,2011,4,88,37,-1.017311996847779,-8.5,.17977528,.02247191,92.134834,5.6179776,1.1235955
CYNTHIA JENKINS SCHOOL,35,2012,4,70,37,-1.312480324989746,5.5,.25,.039473683,92,8,0
CYNTHIA JENKINS SCHOOL,27.70000076293945,2009,5,83,37,-.7402717048013593,-13.5,.1125,.0125,92.40506,2.5316455,2.5316455
Cynthia Jenkins School,24.29999923706055,2010,5,73,37,-.3722166256240427,8.5,.1392405,.037974682,92.40506,7.5949364,0
CYNTHIA JENKINS SCHOOL,26.70000076293945,2011,5,80,37,-1.200965800122707,15.5,.18390805,0,94.252869,4.5977011,1.1494253
CYNTHIA JENKINS SCHOOL,28.29999923706055,2012,5,85,37,-1.023704772253074,-11.5,.17582418,.021978023,93.406593,4.3956046,2.1978023
P.S. 038 ROSEDALE,22.5,2009,3,45,38,-.6836778563291601,12.5,.17021276,.021276595,89.361702,6.3829789,2.1276596
P.S. 038 Rosedale,24.5,2010,3,49,38,-.8158253889338161,-15.5,.19642857,.017857144,96.428574,3.5714288,0
P.S. 038 ROSEDALE,29,2011,3,29,38,-.190375465689021,-3.5,.090909094,0,87.878784,9.090909,0
P.S. 038 ROSEDALE,32,2012,3,32,38,-.3708864411926384,-.5,.19444445,.027777778,83.333328,13.888889,2.7777779
P.S. 038 ROSEDALE,24,2013,3,24,38,.5930158017806314,-8.5,.2857143,0,85.185188,11.111112,3.7037036
P.S. 038 ROSEDALE,20.5,2009,4,41,38,-.4018575976138641,8.5,.16666667,.071428575,85.714287,11.904762,0
P.S. 038 Rosedale,26.5,2010,4,53,38,-.9377663980703755,-11.5,.20689656,.034482758,84.482758,10.344828,1.7241379
P.S. 038 ROSEDALE,32.5,2011,4,65,38,-.7307218300634718,.5,.16666667,.013888889,93.055557,4.166667,2.7777779
P.S. 038 ROSEDALE,32,2012,4,32,38,-.5529636457674232,-.5,.11111111,0,88.571426,8.5714293,0
P.S. 038 ROSEDALE,19.5,2013,4,39,38,-.4430135191115758,6.5,.20454545,.022727273,81.818184,13.636364,4.5454545
P.S. 038 ROSEDALE,23,2011,5,46,38,-.71152420405772,13.5,.16981132,.075471699,86.79245,9.4339628,0
P.S. 038 ROSEDALE,31,2012,5,62,38,.0354693732404713,-2.5,.18571429,.028571429,94.285713,5.7142859,0
P.S. 038 ROSEDALE,34,2013,5,34,38,.5697696747803588,1.5,.15384616,.025641026,89.473686,7.8947363,0
P.S. 040 SAMUEL HUNTINGTON,17.79999923706055,2009,3,71,40,-.4040554899864048,6.5,.059701491,.074626863,72.727272,19.69697,1.5151515
P.S. 040 Samuel Huntington,22,2010,3,88,40,-.321514942518507,-8.5,.15957446,.05319149,85.714287,9.89011,0
P.S. 040 SAMUEL HUNTINGTON,17.79999923706055,2011,3,71,40,-1.070113760296037,6.5,.1891892,.081081077,78.082191,17.80822,2.7397261
P.S. 040 SAMUEL HUNTINGTON,28.70000076293945,2012,3,86,40,-1.235264686648069,-10.5,.1827957,.11827957,73.333336,23.333334,1.1111112
P.S. 040 SAMUEL HUNTINGTON,21,2009,4,63,40,-.5794761701279187,-1.5,.06666667,.016666668,72.881355,20.338982,3.3898306
P.S. 040 Samuel Huntington,19.70000076293945,2010,4,59,40,-.0292906507653808,-5.5,.017857144,.071428575,83.333328,12.962963,0
P.S. 040 SAMUEL HUNTINGTON,26.29999923706055,2011,4,79,40,-.7307218300634718,14.5,.15662651,.024096385,85.185188,9.876543,0
P.S. 040 SAMUEL HUNTINGTON,20.29999923706055,2012,4,61,40,-.2167811838802273,-3.5,.18461539,.12307692,71.666664,21.666666,3.3333335
P.S. 040 SAMUEL HUNTINGTON,24.33333333333333,2013,4,73,40,.164245128135797,8.5,.175,.075000003,70.666664,28,1.3333334
P.S. 040 SAMUEL HUNTINGTON,21.70000076293945,2009,5,65,40,-1.04352805694902,.5,.11111111,.12698413,79.365082,19.047619,1.5873017
P.S. 040 Samuel Huntington,22.29999923706055,2010,5,67,40,-.1142204618201096,2.5,.10769231,.030769231,79.6875,17.1875,1.5625
P.S. 040 SAMUEL HUNTINGTON,25.5,2011,5,51,40,-.0589354093044037,-13.5,.040816326,.06122449,80.434784,17.391304,0
P.S. 040 SAMUEL HUNTINGTON,33.5,2012,5,67,40,-.772958540561567,2.5,.22972973,.027027028,83.561638,9.5890408,1.369863
P.S. 040 SAMUEL HUNTINGTON,33,2013,5,66,40,-.5906848328225048,1.5,.16666667,.125,71.21212,24.242424,3.030303
P.S. 040 SAMUEL HUNTINGTON,17.70000076293945,2009,6,53,40,-.5970972957134374,-11.5,.15686275,.078431375,82.352943,15.686275,0
P.S. 040 Samuel Huntington,21.5,2010,6,43,40,-.2778759560596368,10.5,.11111111,.088888891,82.222221,15.555556,2.2222223
P.S. 041 CROCHERON,24,2009,3,72,41,2.042640215512704,7.5,.014492754,.014492754,4.4117646,14.705883,29.411766
P.S. 041 CROCHERON,28.70000076293945,2009,4,86,41,2.025596226744883,-10.5,.1097561,.060975611,1.2195121,15.853659,35.365852
P.S. 041 Crocheron,23.70000076293945,2010,4,71,41,1.730881109638047,6.5,.042857144,.028571429,2.8571429,17.142859,27.142859
P.S. 041 CROCHERON,30.70000076293945,2009,5,92,41,2.049686734957118,-4.5,.10989011,.065934069,3.3707864,15.730338,38.202248
P.S. 041 Crocheron,28.29999923706055,2010,5,85,41,2.788236380974139,-11.5,.10843374,.036144577,1.2048192,15.662651,34.939758
P.S. 041 CROCHERON,34.5,2011,5,69,41,2.605802169271638,4.5,.05882353,.029411765,1.4705882,13.235294,27.941175
P.S. 042 R. VERNAM,25,2009,3,75,42,-1.522544955357426,10.5,.19767442,.058139537,84.523811,13.095239,0
P.S. 042 R. Vernam,22.29999923706055,2010,3,67,42,-.8158253889338161,2.5,.1891892,.013513514,76.056335,21.12676,0
P.S. 042 R. VERNAM,19.29999923706055,2009,4,77,42,-.4018575976138641,12.5,.17283951,.061728396,72.151901,24.050634,0
P.S. 042 R. Vernam,22.29999923706055,2010,4,67,42,-.7106474612441268,2.5,.10666667,.053333335,79.166672,19.444445,0
P.S. 042 R. VERNAM,19.29999923706055,2011,4,58,42,-1.47585626370267,-6.5,.24615385,.030769231,76.190475,19.047619,0
P.S. 042 R. VERNAM,16.29999923706055,2009,5,49,42,-.8009229752308914,-15.5,.039215688,.039215688,84,6,0
P.S. 042 R. Vernam,20.70000076293945,2010,5,62,42,-1.081706076084859,-2.5,.23943663,.056338027,77.14286,20,0
P.S. 042 R. VERNAM,18.29999923706055,2011,5,55,42,-1.30973059924826,-9.5,.19354838,.032258064,78.333336,21.666666,0
