schoolname,averageclasssize,year,grade,enroll,schoolid,mathscore,x,pctdisability,pctEL,pctblack,pcthisp,pctwhite
P.S. 003 The Bedford Village,24,2010,3,96,3,-.2226528532354452,-.5,.092783503,.072164945,81.720428,6.4516125,2.1505377
P.S. 003 The Bedford Village,27,2010,4,81,3,-.2564095875916295,-15.5,.092105262,.078947365,85.526314,6.5789475,2.6315789
P.S. 003 The Bedford Village,30.70000076293945,2010,5,92,3,-.436715666575026,-4.5,.032967035,.054945055,81.31868,6.5934072,0
P.S. 005 DR. RONALD MCNAIR,18.79999923706055,2009,3,75,5,-1.382733772186048,10.5,.10810811,.027027028,89.189186,9.4594593,0
P.S. 005 DR. RONALD MCNAIR,15.30000019073486,2011,3,46,5,.1028706325133176,13.5,.13207547,.03773585,83.018867,7.5471697,5.6603775
P.S. 005 DR. RONALD MCNAIR,28,2012,3,56,5,-.727785747238342,-8.5,.055555556,.11111111,74.074074,18.518518,7.4074073
P.S. 005 DR. RONALD MCNAIR,22.5,2013,3,45,5,-1.908278151271636,12.5,.22222222,.022222223,86.36364,11.363637,0
P.S. 005 DR. RONALD MCNAIR,21,2009,4,63,5,.9006786008225369,-1.5,.25,.014705882,85.294113,10.294118,4.4117646
P.S. 005 Dr. Ronald Mcnair,23,2010,4,69,5,-.7106474612441268,4.5,.16176471,.014705882,85.294113,10.294118,4.4117646
P.S. 005 DR. RONALD MCNAIR,21.5,2012,4,43,5,.0119597772232128,10.5,.16,.059999999,84,8,6
P.S. 005 DR. RONALD MCNAIR,25,2013,4,50,5,-.8889531677771189,-14.5,.15217391,.15217391,73.91304,19.565218,6.521739
P.S. 005 DR. RONALD MCNAIR,27,2009,5,54,5,-.3157128117946345,-10.5,.098039217,0,84,14,0
P.S. 005 Dr. Ronald Mcnair,28.5,2010,5,57,5,-.6947118303789592,-7.5,.24590164,.016393442,81.967209,16.393442,1.6393442
P.S. 005 DR. RONALD MCNAIR,19,2011,5,57,5,.3217413876350308,-7.5,.16949153,.016949153,88.135597,6.7796612,5.0847454
P.S. 005 DR. RONALD MCNAIR,18,2013,5,36,5,-.8775302655802362,3.5,.30555555,.055555556,83.333328,8.333334,5.5555558
P.S. 006,25.5,2010,3,102,6,-.321514942518507,5.5,.11818182,.10909091,80.555557,17.592592,1.8518518
P.S. 006,26.29999923706055,2012,3,105,6,-.9086142077896749,8.5,.058252428,.1262136,80.58252,18.446602,.97087377
P.S. 006,25,2013,4,100,6,-.255240354747529,3.5,.16161616,.12121212,79.591835,19.387754,1.0204082
P.S. 011 PURVIS J. BEHAN,26,2009,3,78,11,-.1244331236436495,13.5,.053333335,0,87.671234,4.1095891,6.8493152
P.S. 011 Purvis J. Behan,27.70000076293945,2010,3,83,11,-.1237907639523833,-13.5,.10112359,0,86.36364,7.9545455,5.6818185
P.S. 011 PURVIS J. BEHAN,28,2011,3,84,11,.5916141295172153,-12.5,.095238097,.011904762,89.024391,6.0975609,3.6585364
P.S. 011 PURVIS J. BEHAN,26,2012,3,104,11,1.486632779294025,7.5,.12264151,.028301887,78.217819,9.9009905,10.891088
P.S. 011 PURVIS J. BEHAN,30.33333333333333,2013,3,91,11,1.257126012790507,-5.5,.086956523,.021739131,87.777779,5.5555558,5.5555558
P.S. 011 PURVIS J. BEHAN,25.70000076293945,2009,4,77,11,.3678228832803728,12.5,.093333334,.039999999,82.666664,14.666666,1.3333334
P.S. 011 Purvis J. Behan,24.29999923706055,2010,4,73,11,.5952864255068031,8.5,.041666668,0,85.294113,10.294118,4.4117646
P.S. 011 PURVIS J. BEHAN,26,2011,4,78,11,.8741831039286482,13.5,.084337346,0,86.585365,9.7560968,3.6585364
P.S. 011 PURVIS J. BEHAN,28.29999923706055,2012,4,85,11,1.069882755353482,-11.5,.095238097,.011904762,89.024391,6.0975609,3.6585364
P.S. 011 PURVIS J. BEHAN,28,2009,5,56,11,.472753703789283,-8.5,.068965517,.017241379,89.655174,8.6206894,1.7241379
P.S. 011 Purvis J. Behan,24.70000076293945,2010,5,74,11,.3372728248367735,9.5,.067567565,.027027028,83.098587,14.084508,2.8169014
P.S. 011 PURVIS J. BEHAN,25.70000076293945,2011,5,77,11,.7568005841372417,12.5,.02631579,0,87.142853,8.5714293,4.2857146
P.S. 011 PURVIS J. BEHAN,27,2012,5,81,11,1.507595229543482,-15.5,.08139535,.011627907,87.951813,10.843374,1.2048192
P.S. 011 PURVIS J. BEHAN,27.66666666666667,2013,5,83,11,.8673856648832958,-13.5,.087499999,.0125,88.461533,6.4102569,3.846154
P.S. 012,22.5,2009,3,45,12,.2250948342847945,12.5,0,.024390243,80.487808,19.512194,0
P.S. 012,15,2011,3,30,12,-.2881241650898006,-2.5,.2631579,.078947365,86.486488,13.513513,0
P.S. 012,15.5,2012,3,31,12,-.5765471953570338,-1.5,.10344828,0,82.758621,17.241379,0
Dr. Jacqueline Peek-Davis School,31,2013,3,31,12,-.1232957753854098,-1.5,.07692308,.03846154,88.461533,11.538462,0
P.S. 012,21,2009,4,42,12,-.4018575976138641,9.5,.13636364,.045454547,79.545456,18.181818,0
P.S. 012,21,2010,4,42,12,-1.0513258664835,9.5,.024390243,.048780486,80.487808,19.512194,0
P.S. 012,31,2012,4,31,12,-.9504596446548292,-1.5,.27777779,.083333336,77.777779,19.444445,0
P.S. 012,19,2009,5,38,12,.3514511629302188,5.5,.047619049,.095238097,88.095238,11.904762,0
P.S. 012,16.5,2010,5,33,12,-.1787195027710928,.5,.16666667,.083333336,75,19.444445,2.7777779
P.S. 012,20.5,2011,5,41,12,-.4939946058066146,8.5,.06666667,.044444446,81.818184,18.181818,0
P.S. 012,16.5,2012,5,33,12,.0247765468950064,.5,.17647059,.088235296,85.294113,14.705883,0
Dr. Jacqueline Peek-Davis School,26,2013,5,26,12,-.7164555225701251,-6.5,.21875,.09375,75,21.875,0
P.S. 013 ROBERTO CLEMENTE,19,2009,3,76,13,.1551892426991057,11.5,.12987013,.15584415,62.337662,36.363636,0
P.S. 013 Roberto Clemente,20.79999923706055,2010,3,83,13,-.2226528532354452,-13.5,.17204301,.053763442,75.268814,23.655914,0
P.S. 013 ROBERTO CLEMENTE,29.29999923706055,2011,3,88,13,-.9723650608952573,-8.5,.021276595,.08510638,68.817207,29.032257,1.0752689
P.S. 013 ROBERTO CLEMENTE,18,2009,4,72,13,-.6978885518039552,7.5,.23076923,.11538462,65.384613,32.051285,0
P.S. 013 Roberto Clemente,19.5,2010,4,78,13,-.3131893217981916,13.5,.14814815,.12345679,67.901237,32.098763,0
P.S. 013 ROBERTO CLEMENTE,21.79999923706055,2011,4,87,13,-.5587677299928875,-9.5,.13186814,.07692308,73.626373,25.274727,0
P.S. 013 ROBERTO CLEMENTE,19,2012,4,76,13,-.7015664599514221,11.5,.06329114,.1392405,64.10257,26.923079,7.6923079
P.S. 013 Roberto Clemente,21.29999923706055,2010,5,64,13,-.8882089532319091,-.5,.22222222,.12345679,60.493828,37.037037,0
P.S. 013 ROBERTO CLEMENTE,25.29999923706055,2011,5,76,13,-.6027594049321673,11.5,.11688311,.11688311,67.532471,31.168831,1.2987013
P.S. 013 ROBERTO CLEMENTE,25,2012,5,75,13,-.8449248661900244,10.5,.19318181,.090909094,69.318184,28.40909,1.1363636
P.S. 013 ROBERTO CLEMENTE,24.33333333333333,2013,5,73,13,-.7416439167357144,8.5,.14084508,.11267605,66.197182,29.577463,2.8169014
P.S. 015 PATRICK F. DALY,19,2009,5,38,15,-.0124564596469739,5.5,.37254903,.019607844,54.901962,41.176472,3.9215689
P.S. 016 LEONARD DUNKLY,23,2009,3,46,16,-.6137722647434712,13.5,.26530612,.22448979,30.612246,69.387756,0
P.S. 016 Leonard Dunkly,19.29999923706055,2010,3,58,16,-.1237907639523833,-6.5,.15789473,.22807017,26.31579,73.684212,0
P.S. 016 LEONARD DUNKLY,17.70000076293945,2011,3,53,16,-.7768676620936983,-11.5,.098039217,.05882353,27.450981,72.549019,0
P.S. 016 LEONARD DUNKLY,17.5,2012,3,35,16,-.3377283212298863,2.5,.24324325,.21621622,29.729731,70.270271,0
P.S. 016 LEONARD DUNKLY,16.5,2013,3,33,16,-.2803676858497561,.5,.1891892,.24324325,32.43243,64.864861,2.7027028
P.S. 016 LEONARD DUNKLY,19.70000076293945,2009,4,59,16,-.9347133151560281,-5.5,.21212122,.10606061,19.69697,80.303032,0
P.S. 016 Leonard Dunkly,21,2010,4,42,16,-.8242069296572512,9.5,.31914893,.19148937,34.042553,63.829784,2.1276596
P.S. 016 LEONARD DUNKLY,16,2011,4,48,16,-.1002234631379961,15.5,.20833333,.083333336,27.083334,72.916672,0
P.S. 016 LEONARD DUNKLY,19,2012,4,38,16,-.5669485484441429,5.5,.17073171,.048780486,19.512194,80.487808,0
P.S. 016 LEONARD DUNKLY,17.5,2013,4,35,16,-1.119665275788023,2.5,.30952382,.14285715,21.428572,78.571426,0
P.S. 016 LEONARD DUNKLY,22,2009,5,44,16,-1.225481868237616,11.5,.086956523,.065217391,17.391304,80.434784,0
P.S. 016 Leonard Dunkly,22.5,2010,5,45,16,-1.146205117035842,12.5,.22,.079999998,16,82,2
P.S. 016 LEONARD DUNKLY,16.5,2011,5,33,16,-.71152420405772,.5,.34146342,.14634146,36.585365,63.414635,0
P.S. 016 LEONARD DUNKLY,19,2012,5,38,16,-.7745258751688957,5.5,.22499999,.27500001,32.5,67.5,0
P.S. 016 LEONARD DUNKLY,26,2013,5,26,16,-.0852343647804596,-6.5,.23999999,0,28,72,0
P.S. 017 HENRY D. WOODWORTH,29.5,2009,4,59,17,.1902043107663182,-5.5,.19402985,.20895523,6.060606,83.333328,6.060606
P.S. 017 HENRY D. WOODWORTH,24.5,2009,5,49,17,.0481948107825582,-15.5,.1,.14,8,88,4
P.S. 017 Henry D. Woodworth,28.5,2010,5,57,17,-.1142204618201096,-7.5,.1969697,.090909094,6.060606,81.818184,6.060606
P.S. 018 EDWARD BUSH,20.5,2009,3,41,18,.0852836511134169,8.5,.048780486,.29268292,26.829269,73.170731,0
P.S. 018 Edward Bush,21,2010,3,21,18,-.1237907639523833,-11.5,.095238097,.23809524,4.7619047,95.238098,0
P.S. 018 EDWARD BUSH,30,2011,3,30,18,-.0926267662882415,-2.5,.17857143,.2857143,10.714286,85.714287,0
P.S. 018 EDWARD BUSH,22,2012,3,22,18,-.3827804788350551,-10.5,.12,.36000001,12,88,0
P.S. 018 EDWARD BUSH,18,2009,4,36,18,-.638682360965937,3.5,.11764706,.17647059,17.647058,82.352943,0
P.S. 018 Edward Bush,22.5,2010,4,45,18,-.1428501191785052,12.5,.071428575,.14285715,23.809525,76.190475,0
P.S. 018 EDWARD BUSH,19,2011,4,19,18,.8168650705717868,-13.5,.052631579,.21052632,0,100,0
P.S. 018 EDWARD BUSH,26,2012,4,26,18,.0789963341539124,-6.5,.14814815,.33333334,3.7037036,92.59259,0
P.S. 018 EDWARD BUSH,16.5,2009,5,33,18,.1088460812120903,.5,.060606062,.15151516,21.212122,78.78788,0
P.S. 018 Edward Bush,18,2010,5,36,18,-.5012147075260093,3.5,.085714288,.17142858,14.285715,82.857147,2.8571429
P.S. 018 EDWARD BUSH,21.5,2011,5,43,18,-.7659066036204963,10.5,.046511628,.1627907,25.581396,72.093025,2.3255813
P.S. 018 EDWARD BUSH,18,2012,5,18,18,.0725392941970621,-14.5,0,.23529412,5.8823528,94.117645,0
P.S. 018 EDWARD BUSH,29,2013,5,29,18,-.6912671284045359,-3.5,.1724138,.27586207,6.8965516,89.655174,0
P.S. 019 ROBERTO CLEMENTE,24.29999923706055,2009,3,73,19,-1.173016997428982,8.5,.079365082,.19047619,1.5873017,96.825394,1.5873017
P.S. 019 Roberto Clemente,22.29999923706055,2010,3,89,19,-2.10103254961362,-7.5,.14942528,.29885057,5.7471266,93.103447,1.1494253
P.S. 019 ROBERTO CLEMENTE,23.29999923706055,2011,3,70,19,-2.43859555190695,5.5,.19444445,.29166666,5.5555558,88.888893,5.5555558
P.S. 019 ROBERTO CLEMENTE,23.29999923706055,2009,4,70,19,-1.763599986888283,5.5,.14285715,.23809524,0,96.825394,1.5873017
P.S. 019 Roberto Clemente,23.70000076293945,2010,4,71,19,-1.675902942755684,6.5,.086956523,.24637681,1.4492754,97.101448,1.4492754
P.S. 019 ROBERTO CLEMENTE,26,2011,4,78,19,-1.8770824972007,13.5,.16883117,.2857143,5.1948051,94.805191,0
P.S. 019 ROBERTO CLEMENTE,18.70000076293945,2012,4,56,19,-1.437477004284861,-8.5,.22807017,.28070176,7.0175438,89.473686,3.5087719
P.S. 019 ROBERTO CLEMENTE,25,2009,5,100,19,-1.468086949955745,3.5,.13978495,.31182796,0,96.774193,1.0752689
P.S. 019 Roberto Clemente,25.29999923706055,2010,5,76,19,-2.049191690349608,11.5,.17910448,.25373134,0,98.507462,0
P.S. 019 ROBERTO CLEMENTE,31,2011,5,62,19,-1.853554594876024,-2.5,.11111111,.34920636,4.7619047,93.650795,1.5873017
P.S. 019 ROBERTO CLEMENTE,21.70000076293945,2012,5,65,19,-2.01150239050698,.5,.14516129,.30645162,3.2258062,95.161285,1.6129031
P.S. 019 ROBERTO CLEMENTE,25.5,2013,5,51,19,-1.776982632839262,-13.5,.3137255,.3137255,7.8431377,88.235298,3.9215689
P.S. 020 CLINTON HILL,22.29999923706055,2009,3,67,20,-.4739610815720936,2.5,.098591551,.028169014,69.696968,22.727274,4.5454545
P.S. 020 CLINTON HILL,25,2011,3,50,20,.005121933112538,-14.5,.021739131,.065217391,66.666672,17.777779,8.8888893
P.S. 020 CLINTON HILL,19.29999923706055,2009,4,58,20,-.638682360965937,-6.5,.16949153,0,82.456139,15.789473,1.7543859
P.S. 020 CLINTON HILL,27,2011,4,54,20,-.3868136299223032,-10.5,.15789473,0,63.15789,22.807016,10.526316
P.S. 020 CLINTON HILL,23,2012,4,46,20,-.1631529961951757,13.5,.071428575,.071428575,66.666672,19.047619,7.1428576
P.S. 020 CLINTON HILL,24,2009,5,48,20,-.558317893512763,15.5,.12962963,.037037037,88.888893,7.4074073,3.7037036
P.S. 020 CLINTON HILL,27,2012,5,54,20,-.043760210324386,-10.5,.2037037,.018518519,61.111111,24.074074,11.111112
P.S. 021 Crispus Attucks,22,2010,3,110,21,.8648301288782349,13.5,.049019609,.0098039219,93.069305,5.9405942,0
P.S. 021 CRISPUS ATTUCKS,22.79999923706055,2011,3,91,21,.5916141295172153,-5.5,.088888891,0,91.111115,4.4444447,2.2222223
P.S. 021 CRISPUS ATTUCKS,21.79999923706055,2009,4,109,21,1.019090982498573,12.5,.084112152,0,92.523369,7.4766355,0
P.S. 021 CRISPUS ATTUCKS,22.20000076293945,2011,4,111,21,.8168650705717868,14.5,.055555556,.0092592593,91.588783,7.4766355,0
P.S. 021 CRISPUS ATTUCKS,23.5,2012,4,94,21,.753498134131554,-2.5,.10638298,.010638298,90.425529,4.2553191,2.1276596
P.S. 021 CRISPUS ATTUCKS,22.20000076293945,2009,5,111,21,-.2550615413651023,14.5,.14035088,.01754386,91.150444,7.964602,0
P.S. 021 CRISPUS ATTUCKS,19.39999961853027,2012,5,97,21,.5698157913192523,.5,.074468084,.010638298,93.548386,5.3763442,0
P.S. 021 CRISPUS ATTUCKS,20.25,2013,5,81,21,-.1312233348479914,-15.5,.1392405,.012658228,89.873413,5.0632911,2.5316455
P.S. 022,19.5,2011,3,39,22,-1.265611159097596,6.5,.14634146,.097560972,68.292686,21.95122,0
P.S. 022,24,2012,4,24,22,-1.861292547695476,-8.5,.33333334,.14814815,70.370369,22.222223,0
P.S. 022,17,2013,5,17,22,-1.855656063176065,-15.5,.31818181,.13636364,77.272728,18.181818,0
P.S. 023 CARTER C. WOODSON,21.5,2009,3,43,23,-.9633002226719153,10.5,.25,.14583333,54.166668,45.833336,0
P.S. 023 CARTER C. WOODSON,23.5,2011,3,47,23,-1.558857257299935,14.5,.10204082,.06122449,63.265305,36.734695,0
P.S. 023 CARTER C. WOODSON,21.5,2012,3,43,23,.1199743498490942,10.5,.15909091,.045454547,72.727272,27.272728,0
P.S. 023 Carter G. Woodson,16,2013,3,32,23,.422226783254442,-.5,.13333334,.1,50,50,0
P.S. 023 CARTER C. WOODSON,19.5,2009,4,39,23,.0717919290902817,6.5,.19047619,.095238097,45.238094,54.761906,0
P.S. 023 Carter G. Woodson,18.5,2010,4,37,23,-.8242069296572512,4.5,.2857143,.14285715,66.666672,33.333336,0
P.S. 023 CARTER C. WOODSON,18,2012,4,36,23,-.1324221775296104,3.5,.13513513,.054054055,56.75676,40.540539,0
P.S. 023 CARTER C. WOODSON,22.5,2009,5,45,23,-.3157128117946345,12.5,.20408164,.12244898,55.102039,42.857143,0
P.S. 023 Carter G. Woodson,19,2010,5,38,23,-.3722166256240427,5.5,.15555556,.088888891,57.777779,42.222221,0
P.S. 023 CARTER C. WOODSON,33,2011,5,33,23,-1.200965800122707,.5,.27027026,.16216215,55.555557,44.444447,0
P.S. 025 EUBIE BLAKE SCHOOL,18,2009,3,54,25,.2950004258704834,-10.5,.018867925,.018867925,79.245285,18.867926,1.8867924
P.S. 025 Eubie Blake School,19.5,2010,3,39,25,-.1237907639523833,6.5,.052631579,.078947365,78.947372,21.052631,0
P.S. 025 EUBIE BLAKE SCHOOL,21,2011,3,42,25,-.0926267662882415,9.5,.050000001,.050000001,80,20,0
P.S. 025 EUBIE BLAKE SCHOOL,16,2012,3,32,25,-.8105749500958308,-.5,.25641027,.051282052,74.358978,23.076923,0
P.S. 025 EUBIE BLAKE SCHOOL,11,2013,3,22,25,-.6628013038719089,-10.5,.36666667,.1,68.965515,31.034481,0
P.S. 025 EUBIE BLAKE SCHOOL,22,2009,4,44,25,-.7570947426419734,11.5,.17307693,.01923077,80.769226,19.23077,0
P.S. 025 Eubie Blake School,19.29999923706055,2010,4,58,25,-.0292906507653808,-6.5,.10714286,.017857144,82.14286,16.071428,1.7857144
P.S. 025 EUBIE BLAKE SCHOOL,19.5,2011,4,39,25,-.1575414964948575,6.5,.11627907,.023255814,81.395348,18.60465,0
P.S. 025 EUBIE BLAKE SCHOOL,20.5,2012,4,41,25,-.255943142813075,8.5,.12195122,.097560972,73.170731,24.390244,2.4390242
P.S. 025 EUBIE BLAKE SCHOOL,11,2013,4,22,25,-1.010609613209148,-10.5,.31034482,0,72.413788,24.13793,0
P.S. 025 EUBIE BLAKE SCHOOL,20,2009,5,60,25,-.3157128117946345,-4.5,.20588236,.044117648,73.529411,25,1.4705882
P.S. 025 Eubie Blake School,21,2010,5,42,25,-.6947118303789592,9.5,.22,.02,80,20,0
P.S. 025 EUBIE BLAKE SCHOOL,17.29999923706055,2011,5,52,25,-.6571418044949436,-12.5,.125,.053571429,75,23.214285,1.7857144
P.S. 025 EUBIE BLAKE SCHOOL,19,2012,5,38,25,-1.260727269212123,5.5,.125,.075000003,77.5,22.5,0
P.S. 025 EUBIE BLAKE SCHOOL,16,2013,5,32,25,-.217967126675448,-.5,.16129032,.064516127,70.967743,29.032257,0
P.S. 026 JESSE OWENS,20,2012,3,40,26,-.0474188738160189,7.5,.13513513,.054054055,72.222221,27.777779,0
P.S. 026 JESSE OWENS,16.5,2013,3,33,26,.2925353174200118,.5,.25,.125,70.967743,29.032257,0
P.S. 026 JESSE OWENS,26,2012,4,26,26,.0940655428248575,-6.5,.15384616,.01923077,80.769226,17.307693,1.923077
P.S. 026 JESSE OWENS,17.5,2013,4,35,26,-.062545593816579,2.5,.15625,.0625,81.25,18.75,0
P.S. 028 THE WARREN,18,2009,3,36,28,-.8234890395005377,3.5,.027777778,0,94.444443,5.5555558,0
P.S. 028 The Warren Prep Academy,19,2010,3,38,28,.1727955038968021,5.5,.027027028,.027027028,94.444443,5.5555558,0
P.S. 028 THE WARREN,20.5,2011,3,41,28,.7871115283187743,8.5,.11111111,.16666667,67.741936,29.032257,3.2258062
P.S. 028 THE WARREN,19.5,2009,4,39,28,-.1650328342617912,6.5,.20930232,.11627907,90.697678,9.3023252,0
P.S. 028 The Warren Prep Academy,17.5,2010,4,35,28,-.7106474612441268,2.5,.027777778,.027777778,91.666672,8.333334,0
P.S. 028 THE WARREN,19.5,2011,4,39,28,-.1575414964948575,6.5,.057142857,.028571429,97.14286,2.8571429,0
P.S. 028 THE WARREN,22,2012,4,44,28,-.5442098583506397,11.5,.1,.175,69.444443,27.777779,2.7777779
P.S. 028 THE WARREN,18.5,2009,5,37,28,-.6189691639422951,4.5,.125,.050000001,87.5,12.5,0
P.S. 028 The Warren Prep Academy,16.5,2010,5,33,28,-1.081706076084859,.5,.24324325,.054054055,91.891891,8.1081076,0
P.S. 028 THE WARREN,22,2011,5,22,28,-.4939946058066146,-10.5,.045454547,.045454547,86.36364,13.636364,0
P.S. 028 THE WARREN,16.5,2012,5,33,28,-.1347147674151423,.5,.09375,.0625,93.75,6.25,0
P.S. 028 The Warren Prep Academy,16,2013,5,32,28,-.3042071506195932,-.5,.10714286,.14285715,72,24,4
P.S. 031 SAMUEL F. DUPONT,23.5,2012,3,94,31,1.558985382924434,-2.5,.088235296,.12745099,5.0505052,48.484848,39.39394
P.S. 031 SAMUEL F. DUPONT,26,2013,3,78,31,1.349295730269172,13.5,.1038961,.025974026,5.1948051,51.948051,33.766235
P.S. 031 SAMUEL F. DUPONT,20,2009,4,60,31,3.150513852667229,-4.5,.18571429,.028571429,1.4285715,54.285717,32.857143
P.S. 031 SAMUEL F. DUPONT,30.33333333333333,2013,4,91,31,1.695632850787979,-5.5,.10204082,.091836736,5.2631578,47.368423,41.052631
P.S. 031 SAMUEL F. DUPONT,26.29999923706055,2009,5,79,31,2.777501980111503,14.5,.039473683,.02631579,9.2105265,55.263157,25
P.S. 031 Samuel F. Dupont,28,2010,5,56,31,2.852735421925122,-8.5,.18181819,.015151516,1.5151515,48.484848,36.363636
P.S. 034 OLIVER H. PERRY,19.29999923706055,2009,3,77,34,1.133867524898749,12.5,.067567565,.14864865,2.7027028,20.270269,72.972969
P.S. 034 Oliver H. Perry,23,2010,3,69,34,2.051175200274977,4.5,.078125,.09375,1.5625,26.5625,70.3125
P.S. 034 OLIVER H. PERRY,28.29999923706055,2011,3,85,34,1.080357626521113,-11.5,.084337346,.14457831,1.2195121,15.853659,80.487808
P.S. 034 OLIVER H. PERRY,28.29999923706055,2012,3,85,34,.7811599935523103,-11.5,.036144577,.22891566,2.4691358,19.753086,74.074074
P.S. 034 OLIVER H. PERRY,28,2013,3,56,34,1.652238949044658,-8.5,.10666667,.28,6.666667,14.666666,74.666664
P.S. 034 Oliver H. Perry,25.29999923706055,2010,4,76,34,1.163083767572425,11.5,.038961038,.12987013,2.5974026,22.077923,71.428574
P.S. 034 OLIVER H. PERRY,22,2011,4,66,34,1.447363437497263,1.5,.079365082,.095238097,1.5873017,25.396828,71.428574
P.S. 034 OLIVER H. PERRY,26.70000076293945,2012,4,80,34,1.501833238369541,15.5,.1025641,.17948718,1.2987013,15.584415,80.519478
P.S. 034 OLIVER H. PERRY,27.66666666666667,2013,4,83,34,.9204837284411416,-13.5,.0625,.1125,3.846154,21.794872,70.512817
P.S. 034 OLIVER H. PERRY,24.70000076293945,2011,5,74,34,.9743301823883471,9.5,.026666667,.026666667,2.7027028,25.675674,70.270271
P.S. 034 OLIVER H. PERRY,33,2012,5,66,34,1.59890475788677,1.5,.096774191,.16129032,1.6129031,25.80645,70.967743
P.S. 034 OLIVER H. PERRY,27.33333333333333,2013,5,82,34,1.653515446791335,-14.5,.12820514,.1025641,1.2987013,14.285715,80.519478
P.S. 038 The Pacific,20,2010,3,40,38,1.458002664576606,7.5,.083333336,.1875,35.416664,37.5,25
P.S. 038 THE PACIFIC,21,2011,3,42,38,.5916141295172153,9.5,.21153846,.01923077,41.176472,45.098038,7.8431377
P.S. 038 THE PACIFIC,22,2011,4,44,38,.4729568704306182,11.5,.05882353,.17647059,37.254902,35.294117,25.490198
P.S. 038 THE PACIFIC,21.5,2012,4,43,38,.0900827017826611,10.5,.23404256,.063829787,39.130436,43.47826,8.695652
P.S. 038 THE PACIFIC,20,2013,4,40,38,-.171292780257356,7.5,.17857143,.053571429,46.42857,35.714287,14.285715
P.S. 038 THE PACIFIC,20.70000076293945,2011,5,62,38,.3217413876350308,-2.5,.15151516,.075757578,46.969696,31.818182,15.151516
P.S. 038 THE PACIFIC,20.5,2012,5,41,38,.5795802313119416,8.5,.10204082,.1632653,36.734695,36.734695,22.448978
P.S. 038 THE PACIFIC,19,2013,5,38,38,.2429955995913357,5.5,.26190478,.071428575,34.146343,48.780487,7.3170729
P.S. 039 HENRY BRISTOW,15.30000019073486,2009,3,46,39,.0153780595277281,13.5,.086956523,.10869565,17.391304,39.130436,39.130436
P.S. 039 Henry Bristow,18.29999923706055,2010,3,55,39,1.062554307444358,-9.5,.07692308,.096153848,24,26,46
P.S. 039 HENRY BRISTOW,24.5,2011,3,49,39,1.080357626521113,-15.5,.10416666,.020833334,14.583333,25,60.416668
P.S. 039 HENRY BRISTOW,24,2009,4,48,39,.9598847916605551,15.5,.093023255,.093023255,32.55814,34.88372,25.581396
P.S. 039 Henry Bristow,23.5,2010,4,47,39,1.163083767572425,14.5,.15555556,.044444446,25,27.272728,45.454548
P.S. 039 HENRY BRISTOW,26,2011,4,52,39,1.275409337426678,-12.5,.10416666,.083333336,23.404255,25.531916,44.680851
P.S. 039 HENRY BRISTOW,24.5,2012,4,49,39,1.860214882001895,-15.5,.14583333,.041666668,12.5,25,62.5
P.S. 039 HENRY BRISTOW,20,2009,5,40,39,1.443174030661797,7.5,.19444445,0,14.285715,34.285717,45.714287
P.S. 039 Henry Bristow,23.5,2010,5,47,39,.5952689886407067,14.5,.11111111,.06666667,31.111113,31.111113,31.111113
P.S. 039 HENRY BRISTOW,22.5,2011,5,45,39,1.137477381076676,12.5,.19047619,.071428575,21.95122,29.268291,46.341465
P.S. 039 HENRY BRISTOW,22,2013,5,44,39,1.776318943706249,11.5,.23255815,.023255814,11.627908,27.906979,60.465115
P.S. 040 GEORGE W. CARVER,23,2012,3,46,40,-1.133266333795317,13.5,.10416666,.10416666,82.608696,15.217391,0
P.S. 040 GEORGE W. CARVER,22.5,2013,3,45,40,-.8980946063298477,12.5,.26190478,.023809524,76.190475,19.047619,2.3809524
P.S. 040 GEORGE W. CARVER,20.29999923706055,2009,4,61,40,-.4610637884518823,-3.5,.2647059,.044117648,74.626862,17.910448,2.9850745
P.S. 040 GEORGE W. CARVER,24,2011,4,48,40,.0144126035757268,15.5,.16981132,.094339624,82.692307,15.384616,1.923077
P.S. 040 GEORGE W. CARVER,22.5,2009,5,45,40,1.018615137655072,12.5,.27777779,.055555556,90.740738,7.4074073,1.8518518
P.S. 040 George W. Carver,29,2010,5,58,40,1.498255561954473,-6.5,.25806451,.048387095,77.049179,18.032785,1.6393442
P.S. 040 GEORGE W. CARVER,20,2011,5,40,40,1.0830949815139,7.5,.17777778,0,91.111115,8.8888893,0
P.S. 041 FRANCIS WHITE,19.70000076293945,2009,3,59,41,-1.173016997428982,-5.5,.125,.017857144,78.571426,17.857143,0
P.S. 041 Francis White,29.5,2010,3,59,41,-1.804446281764434,-5.5,.090909094,.07272727,76.363632,20,0
P.S. 041 FRANCIS WHITE,20,2011,4,60,41,-1.47585626370267,-4.5,.10714286,.10714286,73.214287,23.214285,0
P.S. 041 FRANCIS WHITE,26.5,2009,5,53,41,-1.225481868237616,-11.5,.2857143,.079365082,80.952385,19.047619,0
P.S. 041 FRANCIS WHITE,23,2011,5,46,41,-1.092201000997155,13.5,.17777778,.088888891,66.666672,31.111113,0
P.S. 041 FRANCIS WHITE,22.5,2012,5,45,41,-.3333512192351388,12.5,.15217391,.086956523,68.888893,24.444445,2.2222223
P.S. 041 FRANCIS WHITE,28,2009,6,56,41,-.921841975624631,-8.5,.14285715,.015873017,73.015877,25.396828,1.5873017
